Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,1481.00,1481.00,1433.00,1467.60,1469.307692307692307692,39,16,57303.00,34,87.18,48.00,-13.40
4-January-2021,1494.00,1494.00,1454.40,1479.25,1468.727848101265822784,158,33,232059.00,134,84.81,39.60,-14.75
1-January-2021,1470.00,1470.00,1433.00,1469.80,1455.027027027027027027,111,17,161508.00,61,54.95,37.00,-0.20
31-December-2020,1459.00,1459.75,1440.00,1446.05,1447.333333333333333333,12,6,17368.00,12,100.00,19.75,-12.95
30-December-2020,1449.95,1450.00,1420.10,1440.75,1430.934782608695652173,46,26,65823.00,40,86.96,29.90,-9.20
29-December-2020,1486.00,1490.00,1450.00,1452.75,1465.737179487179487179,156,51,228655.00,118,75.64,40.00,-33.25
28-December-2020,1470.00,1470.00,1422.00,1453.60,1437.267605633802816901,71,20,102046.00,53,74.65,48.00,-16.40
24-December-2020,1420.00,1423.00,1420.00,1423.00,1422.700000000000000000,10,3,14227.00,10,100.00,3.00,3.00
23-December-2020,1426.95,1444.00,1413.95,1423.35,1426.830985915492957746,71,39,101305.00,56,78.87,30.05,-3.60
22-December-2020,1413.00,1413.00,1377.95,1377.95,1394.333333333333333333,15,4,20915.00,15,100.00,35.05,-35.05
21-December-2020,1388.05,1439.95,1355.80,1355.80,1405.511627906976744186,43,16,60437.00,36,83.72,84.15,-32.25
18-December-2020,1490.00,1490.00,1401.40,1418.00,1406.815789473684210526,38,19,53459.00,36,94.74,88.60,-72.00
17-December-2020,1406.30,1460.40,1406.30,1425.80,1431.451104100946372239,317,71,453770.00,237,74.76,54.10,19.50
16-December-2020,1475.00,1475.00,1418.85,1428.50,1435.244444444444444444,135,53,193758.00,119,88.15,56.15,-46.50
15-December-2020,1430.00,1477.00,1423.85,1477.00,1428.713414634146341463,164,45,234309.00,160,97.56,53.15,47.00
14-December-2020,1463.60,1463.60,1463.60,1463.60,1463.600000000000000000,10,1,14636.00,10,100.00,0.00,0.00
11-December-2020,1469.00,1469.00,1416.00,1416.00,1464.181818181818181818,11,2,16106.00,11,100.00,53.00,-53.00
10-December-2020,1405.60,1455.20,1405.60,1433.20,1430.397849462365591397,93,17,133027.00,54,58.06,49.60,27.60
9-December-2020,1466.00,1498.95,1438.00,1478.00,1477.068313953488372093,688,57,1016223.00,682,99.13,60.95,12.00
8-December-2020,1419.05,1525.00,1419.05,1435.90,1474.632135306553911205,473,102,697501.00,247,52.22,105.95,16.85
7-December-2020,1372.00,1456.00,1372.00,1450.05,1433.090909090909090909,66,30,94584.00,62,93.94,84.00,78.05
4-December-2020,1414.00,1420.00,1398.15,1418.10,1415.156862745098039215,153,63,216519.00,97,63.40,21.85,4.10
