Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,13.28,13.28,12.20,12.74,13.068796243597040409,14056,85,183695.00,14056,100.00,1.08,-0.54
4-January-2021,12.69,12.69,12.13,12.65,12.588991851733503754,25036,128,315178.00,25036,100.00,0.56,-0.04
1-January-2021,12.40,12.44,11.61,12.09,12.115951151957698602,7943,35,96237.00,7943,100.00,0.83,-0.31
31-December-2020,12.00,12.40,11.76,11.85,12.153014912470283120,9254,66,112464.00,9254,100.00,0.64,-0.15
30-December-2020,12.00,12.00,11.28,12.00,11.919923414798963847,8879,38,105837.00,8879,100.00,0.72,0.00
29-December-2020,11.80,12.23,11.41,11.87,11.559087204563977180,7362,57,85098.00,7362,100.00,0.82,0.07
28-December-2020,12.04,12.39,11.50,11.80,11.713167507392590015,17247,120,202017.00,17247,100.00,0.89,-0.24
24-December-2020,11.05,12.04,10.90,11.98,11.436774350255040077,41170,165,470852.00,41170,100.00,1.14,0.93
23-December-2020,12.00,12.49,11.43,11.47,11.551898734177215189,26465,143,305721.00,26465,100.00,1.06,-0.53
22-December-2020,12.10,12.11,11.26,12.03,11.577416281966732615,13647,53,157997.00,13647,100.00,0.85,-0.07
21-December-2020,11.72,12.06,10.95,11.85,11.258234650213951636,20098,91,226268.00,20098,100.00,1.11,0.13
18-December-2020,12.35,12.35,11.49,11.49,11.497653683716564992,12786,51,147009.00,12786,100.00,0.86,-0.86
17-December-2020,12.99,12.99,12.09,12.09,12.122995803292801033,9293,58,112659.00,9293,100.00,0.90,-0.90
16-December-2020,13.06,13.25,12.72,12.72,12.840558329550612800,17624,70,226302.00,17624,100.00,0.53,-0.34
15-December-2020,13.88,13.89,13.00,13.38,13.237524950099800399,18036,63,238752.00,18036,100.00,0.89,-0.50
14-December-2020,13.91,13.91,12.66,13.42,13.361931211279641102,23405,167,312736.00,23405,100.00,1.25,-0.49
11-December-2020,13.37,13.58,12.45,13.32,13.181171274333387861,24452,104,322306.00,24452,100.00,1.13,-0.05
10-December-2020,12.99,13.00,11.85,12.94,12.578408758649816445,30781,67,387176.00,30781,100.00,1.15,-0.05
9-December-2020,12.47,12.47,12.25,12.47,12.417835448271475368,31443,68,390454.00,31443,100.00,0.22,0.00
8-December-2020,12.13,12.13,11.60,11.88,11.899019311595198197,36403,127,433160.00,36403,100.00,0.53,-0.25
7-December-2020,11.44,12.01,11.44,11.56,11.751136650669360949,15836,64,186091.00,15836,100.00,0.57,0.12
4-December-2020,10.91,11.45,10.46,11.44,11.323132919924507953,7418,42,83995.00,7418,100.00,0.99,0.53
3-December-2020,10.80,11.31,10.26,10.91,11.140162922735127129,20255,61,225644.00,20255,100.00,1.05,0.11
2-December-2020,11.75,11.77,10.70,10.78,11.140873357433866988,17427,70,194152.00,17427,100.00,1.07,-0.97
1-December-2020,11.61,11.61,10.70,11.22,11.458605664488017429,11016,37,126228.00,11016,100.00,0.91,-0.39
27-November-2020,11.00,11.45,10.50,11.06,10.885646394891215563,13467,59,146597.00,13467,100.00,0.95,0.06
26-November-2020,11.75,11.75,10.93,10.93,10.967711598746081504,15950,60,174935.00,15950,100.00,0.82,-0.82
25-November-2020,11.00,11.89,10.77,11.50,11.356847545219638242,3870,18,43951.00,3870,100.00,1.12,0.50
24-November-2020,11.60,11.60,10.51,11.33,11.209802616988245730,4509,27,50545.00,4509,100.00,1.09,-0.27
