Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,60.50,61.60,59.25,61.20,60.615147361206305688,49606,640,3006875.00,29178,58.82,2.35,0.70
4-January-2021,60.85,61.20,60.00,60.60,60.584131922837585563,32140,337,1947174.00,17341,53.95,1.20,-0.25
1-January-2021,59.90,61.20,59.90,60.05,60.515552031015948541,11349,189,686791.00,6539,57.62,1.30,0.15
31-December-2020,60.85,61.35,60.00,60.50,60.725121474096043415,15847,246,962311.00,6611,41.72,1.35,-0.35
30-December-2020,60.20,60.30,59.45,60.05,59.938162333796388172,25195,369,1510142.00,15850,62.91,0.85,-0.15
29-December-2020,61.70,61.75,59.85,60.10,60.930005146680391147,38860,512,2367740.00,15634,40.23,1.90,-1.60
28-December-2020,59.00,59.65,58.50,59.15,59.155331813576494427,15792,266,934181.00,6694,42.39,1.15,0.15
24-December-2020,59.75,59.75,57.90,58.40,58.552158033643464583,37511,587,2196350.00,22705,60.53,1.85,-1.35
23-December-2020,56.95,59.10,55.60,58.75,57.498145793600339054,37752,558,2170670.00,16830,44.58,3.50,1.80
22-December-2020,55.00,57.15,51.65,55.50,53.890071311025781678,82035,1188,4420872.00,42053,51.26,5.50,0.50
21-December-2020,60.00,60.20,54.80,56.25,58.027403862705270768,29047,436,1685522.00,16261,55.98,5.40,-3.75
18-December-2020,63.45,63.45,59.10,60.60,60.466687002719947126,39339,692,2378699.00,23683,60.20,4.35,-2.85
17-December-2020,63.25,64.50,62.00,62.15,62.654747455886471851,21422,338,1342190.00,15185,70.88,2.50,-1.10
16-December-2020,64.00,64.70,63.05,63.25,63.897457175034082152,33742,413,2156028.00,13246,39.26,1.65,-0.75
15-December-2020,65.00,65.00,62.85,63.25,63.581146020014908093,63053,932,4008982.00,49098,77.87,2.15,-1.75
14-December-2020,61.75,65.40,60.65,64.50,63.879309659854406936,427905,4415,27334276.00,225949,52.80,4.75,2.75
11-December-2020,58.10,61.40,57.60,60.40,59.573991636314582490,59304,866,3532976.00,40079,67.58,3.80,2.30
10-December-2020,58.35,58.45,57.65,58.10,58.114230471771075019,12930,241,751417.00,9189,71.07,0.80,-0.25
9-December-2020,59.25,59.65,59.00,59.05,59.216256783281376284,25983,381,1538616.00,22854,87.96,0.65,-0.20
8-December-2020,60.10,60.80,58.95,59.15,59.812287090332432749,17026,306,1018364.00,6417,37.69,1.85,-0.95
7-December-2020,59.85,60.65,59.65,59.85,60.062805648662014396,18199,249,1093083.00,8595,47.23,1.00,0.00
4-December-2020,59.45,60.70,59.00,59.85,59.896085115174052267,48405,631,2899270.00,33850,69.93,1.70,0.40
3-December-2020,60.95,61.00,57.75,59.45,59.379506259741565689,59667,838,3542997.00,30695,51.44,3.25,-1.50
2-December-2020,64.00,64.00,60.30,60.65,61.747114274721046556,31188,353,1925769.00,14520,46.56,3.70,-3.35
1-December-2020,60.90,63.00,59.05,61.40,61.510216991541007723,67975,848,4181157.00,33073,48.65,3.95,0.50
27-November-2020,60.95,61.50,59.45,60.95,60.385379821458649149,94992,1168,5736128.00,76023,80.03,2.05,0.00
26-November-2020,57.50,61.70,57.50,60.15,60.269180490260557490,123159,1390,7422692.00,55436,45.01,4.20,2.65
25-November-2020,57.10,58.00,55.60,56.95,56.998542473240719653,43910,646,2502806.00,32145,73.21,2.40,-0.15
24-November-2020,56.10,57.80,56.10,57.05,57.133037770216860844,29097,468,1662400.00,18278,62.82,1.70,0.95
23-November-2020,57.05,57.20,56.60,56.80,56.858263184401755521,13899,178,790273.00,8172,58.80,0.60,-0.25
20-November-2020,58.75,58.85,56.50,56.90,57.215221591017769361,52281,740,2991269.00,33114,63.34,2.35,-1.85
19-November-2020,60.00,60.00,58.00,58.30,58.976837983819609878,84794,1169,5000882.00,35452,41.81,2.00,-1.70
18-November-2020,55.50,57.70,55.10,56.55,56.632272776970776127,64023,751,3625768.00,49711,77.65,2.60,1.05
17-November-2020,56.05,56.15,55.50,55.65,55.819336337566571077,4882,140,272510.00,4240,86.85,0.65,-0.40
14-November-2020,60.00,60.00,55.50,55.85,55.923503765358699960,2523,58,141095.00,2092,82.92,4.50,-4.15
13-November-2020,55.80,56.20,55.40,55.85,55.817950169875424688,7064,175,394298.00,4468,63.25,0.80,0.05
12-November-2020,56.55,57.00,55.65,55.95,56.350889211629627599,36493,534,2056413.00,24149,66.17,1.35,-0.60
11-November-2020,55.05,56.30,54.70,55.70,55.589610389610389610,10010,243,556452.00,6627,66.20,1.60,0.65
10-November-2020,55.10,55.10,54.30,54.40,54.720491244030020468,8794,169,481212.00,3634,41.32,0.80,-0.70
9-November-2020,55.50,55.95,54.90,55.15,55.199861926130479806,11588,167,639656.00,8446,72.89,1.05,-0.35
6-November-2020,55.00,55.80,54.85,54.90,55.157319269359403138,15548,328,857586.00,8614,55.40,0.95,-0.10
5-November-2020,55.00,55.60,54.55,55.00,55.080446497305619707,20784,319,1144792.00,13919,66.97,1.05,0.00
4-November-2020,56.70,56.70,54.35,54.65,54.997766892378619795,13882,368,763479.00,6275,45.20,2.35,-2.05
3-November-2020,55.30,56.25,54.95,55.10,55.500099108027750247,10090,193,559996.00,5963,59.10,1.30,-0.20
2-November-2020,56.50,57.40,54.80,55.00,55.712284744118360417,49476,656,2756421.00,30371,61.39,2.60,-1.50
30-October-2020,56.45,56.45,53.90,54.70,54.551021976333179652,13014,309,709927.00,8611,66.17,2.55,-1.75
29-October-2020,55.00,55.05,54.00,54.50,54.497056107134610944,17324,291,944107.00,10905,62.95,1.05,-0.50
28-October-2020,57.80,57.80,55.30,56.00,56.480306561845691936,25313,442,1429686.00,15369,60.72,2.50,-1.80
27-October-2020,56.00,56.40,55.10,55.35,55.342668621700879765,6820,72,377437.00,5531,81.10,1.30,-0.65
26-October-2020,56.80,58.40,55.50,55.90,56.582863966563837197,50245,715,2843006.00,33871,67.41,2.90,-0.90
23-October-2020,54.50,59.70,54.35,57.95,57.621978592761607954,107814,1415,6212456.00,43838,40.66,5.35,3.45
22-October-2020,54.40,54.75,53.80,54.25,54.185141727907120360,16193,197,877420.00,8769,54.15,0.95,-0.15
21-October-2020,56.20,56.20,53.80,54.20,54.990052412022676222,18698,264,1028204.00,10505,56.18,2.40,-2.00
20-October-2020,52.65,54.40,52.65,53.75,53.896627523572626829,17287,302,931711.00,9440,54.61,1.75,1.10
19-October-2020,54.35,55.00,52.75,53.90,53.899789452576699418,19948,352,1075193.00,12160,60.96,2.25,-0.45
16-October-2020,54.00,54.70,53.20,54.10,53.881951731374606505,3812,95,205398.00,2886,75.71,1.50,0.10
15-October-2020,53.40,55.35,53.15,53.35,54.212074172334960909,35431,520,1920788.00,14125,39.87,2.20,-0.05
